;tweetid;stance;sentiment;temporal_orientation
5574;1471972934973411330;believe;neutral;future
5575;1461046414549606406;deny;negative;future
5576;1459939899520557063;deny;neutral;past
5577;1503018859095212032;believe;positive;future
5578;1514624055491837952;believe;positive;future
5579;1489928616423137284;deny;negative;present
5580;1433087567713341443;believe;negative;future
5581;1471203558141878272;believe;negative;future
5582;1480157359762812930;believe;neutral;future
5583;1462067840010309640;believe;neutral;future
5584;1494090190142332932;deny;positive;present
5585;1477957739762565124;believe;neutral;present
5586;1475892579845619715;believe;negative;future
5587;1514551220018421761;believe;positive;future
5588;1471158903127908359;deny;positive;present
5589;1476037530420232193;believe;negative;future
5590;1497893353056313350;deny;positive;present
5591;1475870256023355393;believe;negative;future
5592;1450361375038087172;deny;neutral;future
5593;1488156439906500612;deny;positive;present
5594;1455217578851381253;believe;negative;future
5595;1480935023939407872;deny;positive;future
5596;1510422604359766016;believe;neutral;future
5597;1483289365610696704;believe;neutral;past
5598;1514564413503680515;believe;neutral;past
5599;1455248160796913664;believe;negative;present
5600;1483265263260815360;believe;positive;future
5601;1445686946487947269;believe;negative;future
5602;1509536621594836995;believe;positive;future
5603;1443191255878365184;believe;positive;past
5604;1468302983393906691;deny;negative;past
5605;1484937926706352128;believe;neutral;future
5606;1514737149660528641;believe;positive;future
5607;1514608954810462210;believe;positive;future
5608;1493942031529529344;deny;negative;present
5609;1487776985854226438;deny;negative;future
5610;1434972092479549442;believe;neutral;future
5611;1514313269694980104;believe;positive;past
5612;1514552018370658304;believe;positive;future
5613;1471357550398480386;believe;neutral;present
5614;1513746764498874369;believe;positive;past
5615;1516494563749220353;believe;positive;present
5616;1509581769061724161;believe;positive;future
5617;1481305059187175430;believe;positive;future
5618;1477265792618086401;deny;negative;past
5619;1473007753924956170;believe;negative;past
5620;1462153223570178051;believe;neutral;future
5621;1427251973313732615;believe;negative;future
5622;1455679983062433796;believe;neutral;past
5623;1441394217511632907;believe;positive;future
5624;1517781643687337984;believe;positive;past
5625;1461486128410812418;believe;negative;future
5626;1459002467170103300;believe;negative;past
5627;1504477470069690370;believe;neutral;future
5628;1460747608897605636;deny;positive;present
5629;1474929383781580808;deny;neutral;present
5630;1476269876528365570;believe;negative;future
5631;1479222815790358529;believe;neutral;present
5632;1497831238975037441;deny;negative;past
5633;1514019069351014402;believe;positive;future
5634;1509953624302100485;believe;neutral;future
5635;1514466419391737856;believe;positive;future
5636;1480446871655133184;deny;neutral;present
5637;1458586127590297605;believe;neutral;future
5638;1515807249918492673;believe;positive;future
5639;1468236257167912973;deny;negative;future
5640;1477300647733178369;deny;negative;past
5641;1476319233550213125;deny;negative;past
5642;1461043782170808328;believe;negative;past
5643;1462340408155930627;believe;negative;present
5644;1514563467923324933;believe;positive;future
5645;1487104778735738883;deny;positive;present
5646;1461682167361200133;believe;negative;future
5647;1511846484081225734;believe;positive;future
5648;1460974111623024640;believe;positive;future
5649;1476518634109472773;deny;positive;present
5650;1477184201619226626;believe;neutral;future
5651;1485699112892731397;deny;negative;present
5652;1471508389431689224;believe;negative;past
5653;1497567595582877697;deny;negative;past
5654;1515415943953981450;believe;positive;present
5655;1470272377833537537;believe;negative;future
5656;1480109339230810112;believe;neutral;future
5657;1461839299159019522;believe;neutral;future
5658;1460696176802480133;believe;neutral;present
5659;1478777911540867081;believe;neutral;past
5660;1461282284707975168;believe;negative;past
5661;1425048242752954369;believe;negative;present
5662;1477535473589387276;believe;neutral;present
5663;1509617471136874498;believe;positive;future
5664;1461593825999212544;believe;negative;future
5665;1475498755482742786;deny;negative;past
5666;1476721055419015174;believe;negative;future
5667;1468630948455485440;believe;neutral;present
5668;1492976150607400961;deny;positive;future
5669;1484049827000250369;believe;positive;future
5670;1424664286325059587;believe;negative;future
5671;1517409654535565312;believe;positive;past
5672;1477107636067868674;believe;neutral;present
5673;1480749282760220676;believe;neutral;future
5674;1468096665856864256;believe;neutral;present
5675;1472243134058934272;believe;negative;future
5676;1477681002508128263;believe;negative;future
5677;1468059892724350978;believe;positive;future
5678;1474102765588729858;believe;neutral;future
5679;1470795326193815552;believe;negative;future
5680;1514831645563531267;believe;positive;present
5681;1480879593875771397;deny;positive;present
5682;1517516277136621568;believe;positive;future
5683;1473743320409124867;believe;positive;future
5684;1476992744539115525;believe;negative;future
5685;1502100519648698368;believe;positive;future
5686;1467922004867178499;believe;neutral;present
5687;1511058619235721219;believe;positive;present
5688;1462045926999138306;believe;negative;future
5689;1501531424087687176;believe;positive;present
5690;1473316196137193481;believe;negative;past
5691;1468861854780903425;believe;neutral;future
5692;1514432348816764928;believe;neutral;past
5693;1487382041230462983;deny;negative;future
5694;1454865230102769667;believe;neutral;past
5695;1474369255915372549;believe;negative;future
5696;1474339579020914689;believe;positive;past
5697;1516133248707047433;believe;positive;future
5698;1490366716433469449;deny;negative;present
5699;1476919611199148036;believe;neutral;future
5700;1445488979235655680;believe;negative;future
5701;1505341063539666947;believe;neutral;future
5702;1479046046990929920;believe;negative;future
5703;1517173661874081793;believe;positive;future
5704;1478434302140596224;believe;negative;past
5705;1480887910106759170;believe;neutral;present
5706;1515483271622459394;believe;positive;future
5707;1512538035153510406;believe;positive;past
5708;1471849763398205440;believe;neutral;future
5709;1514580456716398594;believe;positive;future
5710;1498403289737711616;believe;neutral;future
5711;1514804538892775427;believe;positive;future
5712;1479832766522871810;believe;positive;future
5713;1476740049827811330;believe;negative;past
5714;1484137025834041345;deny;positive;present
5715;1507652619308781571;believe;positive;future
5716;1497049932699742211;deny;positive;present
5717;1517825315627683840;believe;neutral;past
5718;1511772967583334408;believe;positive;future
5719;1500351942245060613;believe;positive;present
5720;1498234355428302851;believe;neutral;future
5721;1468725468647940097;believe;negative;present
5722;1476731441727909890;believe;negative;past
5723;1469327945177174020;believe;negative;present
5724;1513230727910989832;believe;positive;future
5725;1489195031223226375;deny;negative;future
5726;1477755292146454530;believe;negative;future
5727;1458021643494825990;believe;positive;future
5728;1473402499952480262;deny;negative;future
5729;1480207075426902022;believe;positive;past
5730;1477385525115817984;believe;negative;past
5731;1499610574530899972;believe;neutral;future
5732;1517814999279968258;believe;positive;present
5733;1488488252466245632;deny;positive;present
5734;1496087499218821125;deny;negative;past
5735;1483787794376011777;deny;negative;present
5736;1470567392342421505;believe;negative;future
5737;1473731654803939335;deny;neutral;present
5738;1469035683012485120;believe;neutral;future
5739;1516328370115526656;believe;positive;future
5740;1475490850108936194;believe;negative;future
5741;1469267108462686211;believe;neutral;future
5742;1478447342927769601;believe;neutral;future
5743;1461728716955041799;believe;negative;past
5744;1477834501938106369;believe;negative;future
5745;1515979794625675264;believe;positive;past
5746;1471635235360149513;believe;negative;future
5747;1476260029191839745;believe;positive;future
5748;1481878702212403202;believe;neutral;present
5749;1489148050832596993;deny;neutral;present
5750;1514669363504185345;believe;positive;present
5751;1517262917011488768;believe;positive;past
5752;1447246504075280390;believe;positive;future
5753;1514949556978741251;believe;positive;present
5754;1517561081153077251;believe;positive;future
5755;1445963114403536897;believe;positive;past
5756;1514526952996372482;believe;neutral;past
5757;1477520559441424390;believe;neutral;future
5758;1514412545901494279;believe;positive;present
5759;1484917151538503681;believe;positive;future
5760;1512108102685974539;believe;positive;future
5761;1477396099224596481;believe;negative;future
5762;1477047394076348422;believe;neutral;present
5763;1514697224550191110;believe;positive;future
5764;1511035998427246593;believe;neutral;future
5765;1483750217745076231;believe;positive;future
5766;1501052281164566532;believe;neutral;future
5767;1503021780750856192;believe;positive;present
5768;1484318212980310026;believe;neutral;future
5769;1483149508670328840;believe;neutral;future
5770;1475488005846540296;believe;positive;future
5771;1476512650695696387;believe;negative;future
5772;1481172337282228225;believe;neutral;present
5773;1432361595460411394;believe;neutral;future
5774;1497542640103006211;believe;neutral;future
5775;1474684430518214659;deny;negative;future
5776;1510168904307412995;believe;positive;present
5777;1480248133875548172;believe;neutral;future
5778;1460692156734009344;believe;negative;future
5779;1472745828620005376;believe;neutral;present
5780;1483918308525051909;believe;positive;future
5781;1479484252269989898;deny;negative;past
5782;1475559377096507392;deny;negative;future
5783;1456901427058511880;believe;neutral;future
5784;1479209378360090624;believe;neutral;present
5785;1508971678633795595;believe;positive;future
5786;1472267185791778819;believe;negative;future
5787;1476095014962974722;believe;negative;future
5788;1497479079947341825;deny;negative;past
5789;1492113289970601986;deny;negative;present
5790;1491116398646468610;deny;negative;present
